182changeratio,28changeratio,364changeratio,91changeratio,bonus,code,cps,debt2asset,eps,epsr,name,netprofit,netprofitdate,netprofitr,per,per_d,roe,symbol,vertical,vprofitdesc
-45.58%,-10.71%,-32.69%,-46.50%,--,002035,--,46.3785,0.59,45.57,华帝股份,34266.65,08-27-2018,45.32,11.554,9.597,14.52,sz002035,其他电器行业-未分组,电器机械及器材制造业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派4,,--,,0.78,1.3,,28108.93,04-16-2014,25.58,,,20.95,,,
-25.58%,-7.03%,-8.72%,-33.91%,10派4,,--,,0.58,-25.64,,20772.43,04-22-2015,-26.1,,,13.9,,,
,,,,10派3转6,,--,,0.91,56.9,,32752.16,04-26-2016,57.67,,,20.22,,,
,,,,10派3送2转3,,--,,0.88,-3.27,,50962.84,04-27-2017,55.6,,,26.1,,,
-40.39%,-7.96%,-53.08%,-27.53%,--,002036,--,64.1971,0.17,21.09,联创电子,9642.62,08-28-2018,16.11,19.88,18.611,5.02,sz002036,未分组-其他-电子行业,触控显示 光学元件-其他产品-集成电路
73.13%,96.04%,73.74%,80.96%,10派0.15,,--,,0.06,-25,,1287.41,03-28-2014,-23.99,,,3.4,,,
-18.49%,-4.16%,-36.37%,-10.48%,10派0.306862,,--,,0.45,650,,16189.85,04-27-2015,1157.55,,,17.44,,,
,,,,10派0.365101,,--,,0.36,-20,,21047.95,03-28-2016,30.01,,,13.94,,,
,,,,10派0.486311,,--,,0.5,38.89,,28369.8,04-24-2017,34.79,,,16.33,,,
-32.50%,4.12%,-41.70%,-15.86%,--,002037,--,69.4688,0.14,16.67,久联发展,4446.28,07-31-2018,18.01,35.13,31.661,2.13,sz002037,未分组,爆破及工程施工 其他（补充） 民爆产品生产
73.13%,96.04%,73.74%,80.96%,10派1.5,,--,,0.67,6.35,,21992.9,04-28-2014,6.67,,,11.88,,,
-7.70%,8.41%,-20.94%,3.93%,10派0.5,,--,,0.25,-62.69,,8120.41,04-26-2015,-63.08,,,4.15,,,
,,,,10派0.4,,--,,0.19,-24,,6193.75,03-31-2016,-23.73,,,3.09,,,
,,,,10派0.47,,--,,0.23,21.05,,7677.4,03-30-2017,23.95,,,3.75,,,
-1.50%,-0.44%,13.81%,-30.23%,--,002038,--,6.1182,0.51,50.43,双鹭药业,35017.78,08-29-2018,50.44,40.521,33.214,7.88,sz002038,医药业,医药行业
73.13%,96.04%,73.74%,80.96%,10派3送5,,--,,1.52,20.26,,69508.31,04-28-2014,20.38,,,24.38,,,
34.70%,3.67%,54.33%,-13.82%,10派2,,--,,0.84,-44.76,,57504.91,04-26-2015,-17.27,,,17.04,,,
,,,,10派2,,--,,0.66,-21.38,,45210.76,04-28-2016,-21.38,,,12.06,,,
,,,,10派5,,--,,0.78,18.03,,53357.54,03-20-2017,18.02,,,13.03,,,
-10.31%,-1.89%,-13.67%,-6.56%,--,002039,--,73.3524,0.46,197.15,黔源电力,14002.61,08-22-2018,197.09,12.898,9.999,5.84,sz002039,电力行业,电力
73.13%,96.04%,73.74%,80.96%,10派4,,--,,0.96,-297.95,,29422.54,03-26-2014,-396.9,,,16.68,,,
22.65%,2.16%,17.07%,15.42%,10派5,,--,,1.18,22.18,,35947.5,03-30-2015,22.18,,,17.87,,,
,,,,10派3,,--,,0.42,-63.95,,12961.37,03-29-2016,-63.94,,,6.14,,,
,,,,10派3,,--,,1.05,147.17,,32034.99,03-29-2017,147.16,,,14.39,,,
-30.33%,2.25%,-50.57%,-18.64%,--,002040,--,34.5126,0.16,28.31,南京港,5924.19,08-29-2018,28.31,30.287,26.972,2.43,sz002040,服务业,交通运输服务业
73.13%,96.04%,73.74%,80.96%,10派0.2,,--,,0.08,29.8,,2045.08,04-18-2014,29.69,,,3.26,,,
-4.73%,6.47%,-32.97%,0.50%,10派0.2,,--,,0.09,6.01,,2168.77,04-26-2015,6.05,,,3.37,,,
,,,,10派0.2,,--,,0.34,281.41,,8461.13,04-11-2016,290.13,,,10.91,,,
,,,,10派0.3,,--,,0.29,-15.1,,10632.95,04-25-2017,25.67,,,4.5,,,
-36.79%,12.70%,-53.69%,-13.67%,--,002041,--,11.3584,0.04,-72.08,登海种业,3383.73,08-28-2018,-72.12,37.012,77.889,1.2,sz002041,农业,农业—种业
73.13%,96.04%,73.74%,80.96%,10派3.5送14转1,,--,,1.08,12.64,,38037.17,04-21-2014,12.64,,,20.84,,,
-13.56%,17.35%,-37.20%,6.64%,--,,--,,0.44,-58.93,,39057.59,04-21-2015,2.68,,,18.3,,,
,,,,10派0.56,,--,,0.5,13.23,,44219.68,04-21-2016,13.22,,,17.93,,,
,,,,10派0.52,,--,,0.19,-62.31,,16670.31,04-20-2017,-62.3,,,6.08,,,
-14.06%,4.45%,-5.38%,-18.44%,--,002042,--,56.0348,0.36,-25,华孚时尚,55233.55,08-24-2018,25.88,9.87,10.146,7.71,sz002042,纺织行业-未分组,棉纺行业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.21,,--,,0.2,-16.67,,16846.93,03-30-2014,-15.88,,,5.09,,,
17.52%,8.76%,28.31%,0.75%,10派1,,--,,0.4,100,,33593.25,04-08-2015,99.4,,,9.46,,,
,,,,10派0.477365,,--,,0.58,45,,47915.8,03-24-2016,42.64,,,12.43,,,
,,,,10派5转5,,--,,0.69,18.97,,67737.62,04-26-2017,41.37,,,11.05,,,
-40.85%,-1.05%,-47.24%,-24.36%,--,002043,--,40.8072,0.23,21.05,兔宝宝,19016.14,08-22-2018,20.39,14.977,14.307,9.75,sz002043,商贸业-IT业,林木产品销售 其他业务销售 科技木销售 装饰材料销售-互联网业务销售
73.13%,96.04%,73.74%,80.96%,10派0.3,,--,,0.09,80,,4279.14,03-25-2014,84.67,,,5.34,,,
-19.11%,3.03%,-28.45%,-6.57%,10派1.3送3.4转1.6,,--,,0.2,122.22,,9749.02,03-25-2015,127.83,,,11.52,,,
,,,,10派0.5,,--,,0.32,60,,25983.01,03-30-2016,166.52,,,17.57,,,
,,,,10派2.34935,,--,,0.44,37.5,,36488.24,04-10-2017,40.43,,,20.75,,,
-22.35%,13.29%,12.01%,-30.02%,--,002044,--,52.8256,0.05,400,美年健康,16959.84,08-29-2018,494.65,65.375,55.266,2.59,sz002044,医疗行业,医疗行业
73.13%,96.04%,73.74%,80.96%,10派0.8送2.4,,--,,0.22,-833.33,,4951.31,02-27-2014,-894.15,,,13.42,,,
6.18%,17.96%,51.89%,-13.56%,10转10,,--,,0.25,13.64,,26027.34,04-22-2015,425.67,,,10.32,,,
,,,,10派0.15,,--,,0.14,-44,,33891.04,03-21-2016,30.21,,,10.63,,,
,,,,10派0.5转2,,--,,0.24,71.43,,61380.01,04-18-2017,81.11,,,10,,,
-57.55%,-3.21%,-71.35%,-27.60%,--,002045,--,59.1964,0.03,-62.5,国光电器,1374.87,08-21-2018,-60.07,17.516,20.615,0.95,sz002045,电子行业-未分组,电子元器件-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.8,,--,,0.22,10,,9256.4,04-01-2014,13.52,,,7.33,,,
-41.95%,0.78%,-61.15%,-10.57%,10派0.8,,--,,0.12,-45.45,,4796.48,04-22-2015,-48.18,,,3.7,,,
,,,,10派0.8,,--,,0.14,16.67,,6042.35,03-22-2016,25.97,,,4.55,,,
,,,,10派0.8,,--,,0.31,121.43,,13077.9,04-12-2017,116.44,,,9.42,,,
-18.98%,-5.67%,-34.01%,-13.98%,--,002046,--,36.6141,0.04,-310.48,轴研科技,2270.82,08-23-2018,-405.68,192.655,131.66,0.89,sz002046,未分组-商贸业,轴承行业 其他（补充） 磨料磨具行业-贸易及工程承包
73.13%,96.04%,73.74%,80.96%,10派0.1,,--,,0.06,-57.14,,1757.27,04-29-2014,-53.86,,,1.5,,,
10.79%,-1.78%,-10.51%,6.26%,--,,--,,-0.52,-966.67,,-17832.85,04-22-2015,-1114.8,,,-13.81,,,
,,,,10派0.11,,--,,0.04,-107.69,,1257.81,03-23-2016,-107.05,,,0.95,,,
,,,,10派0.1,,--,,0.04,-11.5,,1637.4,04-28-2017,30.18,,,0.77,,,
-17.47%,7.28%,-29.60%,1.72%,--,002047,--,53.1054,0.15,0,宝鹰股份,20632.86,08-30-2018,7.7,20.828,20.929,5.37,sz002047,装饰行业-其他,装修装饰-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,0.22,-24.14,,26878.99,04-28-2014,22.23,,,15.37,,,
12.86%,11.70%,-4.53%,25.65%,10派0.7,,--,,0.27,22.73,,33541.55,04-15-2015,24.79,,,14.9,,,
,,,,10派0.4,,--,,0.27,0,,33950.82,04-27-2016,1.22,,,12.99,,,
,,,,10派0.401646,,--,,0.29,7.41,,36676.77,04-21-2017,8.03,,,12.32,,,
-44.37%,0.64%,-53.40%,-15.75%,--,002048,--,41.7949,0.47,-36.49,宁波华翔,29740.86,08-28-2018,-24.18,7.338,9.309,3.77,sz002048,汽车及零件制造业,汽车配件
73.13%,96.04%,73.74%,80.96%,10派1,,--,,0.99,52.31,,52417.13,04-24-2014,52.74,,,13.62,,,
-23.93%,4.79%,-36.81%,4.07%,10派1,,--,,0.3,-69.7,,16049.4,04-27-2015,-69.38,,,3.8,,,
,,,,10派1.5,,--,,1.35,350,,71388.56,04-19-2016,344.81,,,14.73,,,
,,,,10派1.5,,--,,1.51,11.85,,79825.46,04-26-2017,11.82,,,14.54,,,
-23.22%,-13.88%,28.75%,-21.39%,--,002049,--,34.7705,0.2,-3.05,紫光国微,11973.56,08-24-2018,-3.03,81.136,82.224,3.34,sz002049,电子行业,电子元器件产品
73.13%,96.04%,73.74%,80.96%,10派1,,--,,0.5,-44.35,,30435.67,02-11-2014,11.68,,,12.25,,,
4.99%,-10.33%,74.59%,-2.90%,10派0.56,,--,,0.55,10.23,,33548.01,04-12-2015,10.23,,,12.24,,,
,,,,10派0.56,,--,,0.55,0.18,,33610.64,03-25-2016,0.19,,,11.09,,,
,,,,10派0.5,,--,,0.46,-16.74,,27988.72,03-30-2017,-16.73,,,8.39,,,
-39.09%,-4.17%,-28.46%,-33.17%,10派1,002050,--,36.1433,0.32,14.29,三花智控,67705.61,08-10-2018,32.01,20.317,19.831,8.3,sz002050,工程机械行业,通用设备制造业
73.13%,96.04%,73.74%,80.96%,10派1转10,,--,,0.63,16.67,,48772.15,03-13-2014,50.83,,,14.64,,,
-16.71%,-0.22%,-2.99%,-17.45%,10派1,,--,,0.34,-46.03,,60540.69,04-15-2015,24.13,,,15.2,,,
,,,,10派3,,--,,0.48,41.18,,85745.53,03-20-2016,41.63,,,17.24,,,
,,,,10派1.5,,--,,0.6,25,,123595.21,04-16-2017,44.14,,,19.12,,,
undefined,undefined,undefined,undefined,--,002051,--,52.0992,0.53,20.45,中工国际,58633.51,08-23-2018,18.54,11.481,10.783,6.84,sz002051,未分组-商贸业-其他,工程承包和成套设备-国内外贸易-其他(补充)
73.13%,96.04%,73.74%,80.96%,10派3.00124,,--,,1.13,0,,86677.25,04-03-2014,20.64,,,17.39,,,
NaN%,NaN%,NaN%,NaN%,10派3送2,,--,,1.36,20.35,,105087.39,03-22-2015,21.24,,,18.87,,,
,,,,10派3.5送2,,--,,1.38,1.47,,127960.73,04-01-2016,21.77,,,19.55,,,
,,,,10派3.5,,--,,1.33,-3.62,,148407.04,04-04-2017,15.98,,,19.24,,,
-21.58%,-5.03%,-43.83%,-13.90%,--,002052,--,48.1798,-0.04,-1517.86,同洲电子,-2962.83,08-29-2018,-1524.7,378,-123.934,-3.25,sz002052,工程机械行业-未分组,通信及相关设备制造业-其他（补充）
73.13%,96.04%,73.74%,80.96%,--,,--,,-0.61,-1320,,-41675.76,04-24-2014,-1320.14,,,-39.51,,,
7.24%,-1.11%,-23.83%,6.35%,--,,--,,0.1,-116.39,,6713.67,04-29-2015,-116.11,,,7.75,,,
,,,,--,,--,,-0.82,-920,,-61038.73,04-27-2016,-1009.17,,,-49.47,,,
,,,,--,,--,,0.01,-101.22,,893.91,04-27-2017,-101.46,,,0.97,,,
-33.55%,-5.12%,-42.80%,-26.49%,--,002053,--,35.533,0.11,-37.41,云南能投,5997.71,08-25-2018,-37.41,25.517,32.759,2.52,sz002053,食品行业-化工行业-其他能源行业-未分组,食品-化工-能源-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派1,,--,,0.3,48.98,,5563.31,03-20-2014,48.99,,,6.31,,,
-9.13%,-1.21%,-22.43%,-9.20%,10派1,,--,,0.49,63.75,,10252.88,03-24-2015,84.29,,,8.71,,,
,,,,10派1,,--,,0.48,-1.29,,27012.68,03-25-2016,163.46,,,12.95,,,
,,,,10派1,,--,,0.29,-39.98,,16212.8,03-30-2017,-39.98,,,7.04,,,
-33.55%,1.01%,-68.52%,-5.29%,--,002054,--,30.4716,0.07,11.68,德美化工,2846.92,08-28-2018,11.77,71.571,63.74,1.59,sz002054,化工行业-未分组,化工制造-农牧业
73.13%,96.04%,73.74%,80.96%,10派1.2转3,,--,,0.3,-16.67,,9576.75,04-29-2014,-16.94,,,6.12,,,
-9.13%,5.18%,-57.31%,16.99%,10派1.2,,--,,0.73,143.33,,30586.72,04-27-2015,219.38,,,16.67,,,
,,,,10派1.2,,--,,0.35,-52.05,,14832.93,04-25-2016,-51.51,,,7.67,,,
,,,,10派0.47,,--,,0.07,-80,,2996.1,04-27-2017,-79.8,,,1.67,,,
-39.45%,-6.67%,-55.07%,-34.74%,--,002055,--,69.5929,0.11,-45.03,得润电子,5245.38,08-25-2018,-42.76,29.958,39.709,2.15,sz002055,电子行业,电子器件制造业
73.13%,96.04%,73.74%,80.96%,10派0.5,,--,,0.24,-20.43,,9861.41,04-25-2014,-19.65,,,7.43,,,
-17.20%,-2.82%,-39.07%,-19.39%,--,,--,,0.19,-18.33,,8518.37,04-23-2015,-13.62,,,5.33,,,
,,,,10派0.2,,--,,0.09,-55.84,,3867.56,04-29-2016,-54.6,,,2.17,,,
,,,,10派0.5,,--,,0.38,346.62,,17475.58,04-21-2017,351.85,,,8.83,,,
-37.44%,-5.88%,-46.05%,-19.48%,--,002056,--,24.6924,0.2,45.19,横店东磁,32202.8,08-29-2018,45.2,17.829,15.12,6.88,sz002056,未分组-光伏行业-电池行业-其他,磁性材料-光伏产品-新能源电池-其他 其他(补充)
73.13%,96.04%,73.74%,80.96%,10派2.8,,--,,0.93,36.76,,38128.22,03-28-2014,36.49,,,12.24,,,
-14.45%,-2.00%,-26.84%,-0.54%,10派2转10,,--,,0.79,-15.05,,32317.38,03-30-2015,-15.24,,,9.61,,,
,,,,10派0.6转10,,--,,0.54,-31.65,,44118.38,03-15-2016,36.52,,,11.81,,,
,,,,10派1,,--,,0.35,-35.19,,57804.29,03-10-2017,31.02,,,13.59,,,
-18.76%,0.32%,-41.80%,-15.57%,--,002057,--,22.165,0.18,-20.29,中钢天源,7058.92,08-28-2018,30.3,11.888,11.495,5.49,sz002057,未分组-服务业,生产制造业-服务业
73.13%,96.04%,73.74%,80.96%,10派0.1,,--,,0.1,-54.23,,1950.94,04-25-2014,-8.44,,,4,,,
11.09%,4.46%,-21.08%,4.29%,10派0.1,,--,,0.08,-15.85,,1640.81,04-02-2015,-15.9,,,3.25,,,
,,,,10派0.2,,--,,0.17,109.48,,3437.69,04-26-2016,109.51,,,6.51,,,
,,,,10派1.6转5,,--,,0.53,206.9,,13571.68,04-24-2017,294.79,,,11.49,,,
-43.11%,0.70%,-51.45%,-17.25%,--,002058,--,14.0511,-0.02,-40.63,威尔泰,-268.67,08-28-2018,-41.73,511.224,303.636,-1.44,sz002058,未分组,仪器仪表制造业
73.13%,96.04%,73.74%,80.96%,10派0.2,,--,,0.04,0,,584.17,03-31-2014,-2.29,,,3,,,
-22.20%,4.85%,-34.16%,2.22%,--,,--,,-0.08,-300,,-1113.32,04-29-2015,-290.58,,,-5.88,,,
,,,,10派0.2,,--,,0.04,-150,,524.34,03-29-2016,-147.1,,,2.83,,,
,,,,10派0.1,,--,,0.02,-51,,281.64,04-03-2017,-46.29,,,1.5,,,
-22.16%,-21.31%,-46.44%,-20.88%,--,002059,--,56.2393,0,-81.54,云南旅游,349.89,08-23-2018,-81.62,58.836,73.752,0.23,sz002059,旅游业-酒店旅馆业,旅游文化板块 旅游景区板块 旅游地产板块-会议酒店板块
73.13%,96.04%,73.74%,80.96%,10转10,,--,,0.21,-4.6,,6502.15,04-10-2014,2.83,,,5.71,,,
6.44%,-18.06%,-27.37%,-2.27%,--,,--,,0.11,-44.43,,8345.47,04-21-2015,28.35,,,5.11,,,
,,,,10派0.2,,--,,0.09,-19.96,,6679.74,04-13-2016,-19.96,,,4,,,
,,,,10派0.1,,--,,0.1,7.11,,7154.52,04-02-2017,7.11,,,4.71,,,
-16.89%,-3.99%,-26.71%,-7.67%,--,002060,--,83.3269,0.05,21.96,粤水电,6278.81,08-22-2018,22.11,21.977,20.496,2.27,sz002060,土木工程行业-电力行业-商贸业-未分组,工程施工-发电-产品销售-其他（补充） 勘测设计与咨询服务
73.13%,96.04%,73.74%,80.96%,10派0.4,,--,,0.16,10.33,,9822.69,03-25-2014,10.07,,,3.91,,,
13.65%,-0.03%,-0.61%,14.05%,10派0.5,,--,,0.18,10.4,,10842.26,03-25-2015,10.38,,,4.23,,,
,,,,10派0.5转10,,--,,0.22,24.17,,13465.12,03-31-2016,24.19,,,5.05,,,
,,,,10派0.3,,--,,0.13,-41.29,,15810.26,03-28-2017,17.42,,,5.65,,,
-43.07%,-17.57%,-32.33%,-22.22%,--,002061,--,76.2533,0.51,59.38,浙江交科,67103.34,08-30-2018,244.21,9.655,8.546,11.47,sz002061,未分组-化工行业,其他（补充） 基建工程行业-化工行业
73.13%,96.04%,73.74%,80.96%,--,,--,,-0.35,-488.89,,-15833.14,03-28-2014,-642.04,,,-13.79,,,
-22.15%,-14.17%,-8.24%,-3.92%,--,,--,,-0.4,14.29,,-18334.43,02-29-2015,15.8,,,-18.86,,,
,,,,--,,--,,0.12,-130,,6627.97,02-27-2016,-136.15,,,4.05,,,
,,,,10派1,,--,,0.87,625,,110680.66,03-31-2017,1569.9,,,26.4,,,
-10.43%,8.75%,-30.06%,5.13%,--,002062,--,77.0791,0.14,27.27,宏润建设,15272.96,08-23-2018,26.7,16.4,14.86,5.42,sz002062,市政机关行业-未分组-房地产行业-其他能源行业,建筑施工及市政基础设施投资业务-其中：房建项目-房地产业务-新能源开发业务
73.13%,96.04%,73.74%,80.96%,10派1,,--,,0.26,-18.75,,20451.82,03-28-2014,14.11,,,9.51,,,
22.48%,13.23%,-5.16%,29.86%,10派1送4,,--,,0.27,3.12,,21112.4,03-26-2015,3.23,,,9.11,,,
,,,,10派0.5,,--,,0.21,-21.67,,23299.46,03-25-2016,10.36,,,9.53,,,
,,,,10派0.5,,--,,0.25,19.05,,27195.23,04-04-2017,16.72,,,10.33,,,
-23.96%,0.33%,-25.29%,-6.96%,--,002063,--,12.2489,0.13,1.54,远光软件,7612.15,08-11-2018,2.44,21.174,21.042,3.65,sz002063,电力行业-其他,电力行业-其他行业
73.13%,96.04%,73.74%,80.96%,10派0.756007送3.02403,,--,,0.41,-44.21,,19057.03,04-18-2014,-44.11,,,11.03,,,
3.98%,4.47%,1.31%,14.93%,10派0.5,,--,,0.2,-50.87,,12122.75,04-26-2015,-36.39,,,7.39,,,
,,,,10派0.5,,--,,0.22,8.83,,13137.43,04-20-2016,8.37,,,7.57,,,
,,,,10派0.5送2转2,,--,,0.29,29.74,,17227.26,04-27-2017,31.13,,,9.15,,,
-17.06%,2.46%,-23.13%,-9.16%,--,002064,--,33.2526,0.15,36.36,华峰氨纶,24813.22,08-22-2018,28.88,18.13,15.849,7.04,sz002064,未细分工业,工业
73.13%,96.04%,73.74%,80.96%,10派0.5送0.5转9.5,,--,,0.53,43.24,,41067.02,04-10-2014,48.38,,,17.48,,,
13.42%,6.69%,4.24%,12.21%,10派0.2,,--,,0.15,-71.7,,25412.65,04-21-2015,-38.12,,,7.82,,,
,,,,--,,--,,-0.18,-220,,-30380.88,04-26-2016,-219.55,,,-9.53,,,
,,,,10派0.25,,--,,0.23,-227.78,,38549.56,04-24-2017,-226.89,,,12.02,,,
7.59%,4.43%,-22.53%,-2.18%,--,002065,--,38.3284,0.11,-72.76,东华软件,33369.13,08-30-2018,-45.53,42.337,73.061,3.68,sz002065,金融业-未分组-其他能源行业-电信行业,金融行业-健康行业-能源行业-通信行业
73.13%,96.04%,73.74%,80.96%,10派1.5,,--,,0.7,-37.2,,103865.4,04-29-2014,34.74,,,20.74,,,
47.13%,8.74%,5.05%,20.83%,10派1.5,,--,,0.74,5.75,,114187.84,04-26-2015,9.94,,,15.28,,,
,,,,10派1.5送10,,--,,0.57,-22.72,,89964.72,04-27-2016,-21.21,,,10,,,
,,,,10派1,,--,,0.21,-63.11,,66379.96,04-21-2017,-26.22,,,7.49,,,
-28.44%,-2.34%,-47.37%,-10.71%,--,002066,--,76.3452,0.03,15.61,瑞泰科技,631.98,08-28-2018,15.66,114.155,108.069,1.53,sz002066,未分组,耐火材料
73.13%,96.04%,73.74%,80.96%,--,,--,,0.03,-104.95,,669.39,03-28-2014,-104.95,,,1.5,,,
-2.14%,1.69%,-28.63%,10.29%,--,,--,,-0.35,-1293.45,,-7995.98,04-16-2015,-1294.52,,,-19.51,,,
,,,,--,,--,,0.11,-131.58,,2523.84,03-25-2016,-131.56,,,6.6,,,
,,,,--,,--,,0.07,-39.89,,1517.46,04-25-2017,-39.87,,,3.77,,,
-39.98%,-1.10%,-46.67%,-11.14%,--,002067,--,35.215,0.23,4.55,景兴纸业,24802.63,08-27-2018,5.08,6.19,6.232,6.23,sz002067,造纸业,造纸
73.13%,96.04%,73.74%,80.96%,--,,--,,0.01,0,,1140.02,04-25-2014,-11.75,,,0.39,,,
-17.92%,2.98%,-27.68%,9.76%,--,,--,,0.01,0,,1163.78,03-31-2015,2.08,,,0.4,,,
,,,,10派0.7,,--,,0.29,2800,,31882.91,04-26-2016,2639.6,,,10.33,,,
,,,,10派0.5,,--,,0.58,100,,63809,04-26-2017,100.14,,,17.91,,,
-20.33%,-8.39%,-36.39%,-9.82%,--,002068,--,54.6502,0.42,20.31,黑猫股份,30615.49,08-09-2018,42.18,10.315,9.578,9.41,sz002068,化工行业-未分组,化学原料及化学制品制造业-其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.2,,--,,0.2,272.79,,9663.48,03-28-2014,275.5,,,7.25,,,
8.95%,-4.61%,-13.74%,11.39%,10派0.1,,--,,0.03,-85,,1693.65,03-18-2015,-82.47,,,0.89,,,
,,,,10派0.5,,--,,0.16,433.33,,9413.41,04-28-2016,455.8,,,4.68,,,
,,,,10派3送5转5,,--,,0.73,356.25,,48077.85,04-24-2017,410.74,,,18.9,,,
-21.56%,2.20%,-59.50%,undefined,--,002069,--,88.7012,0.02,-47.5,獐子岛,1464.66,08-23-2018,-52.41,-3.637,-3.57,4.11,sz002069,水产业-物流、运输业,水产贸易业 水产养殖业-冷链物流业
73.13%,96.04%,73.74%,80.96%,--,,--,,-1.67,-1292.86,,-118932.75,04-28-2014,-1326.83,,,-67.69,,,
7.26%,6.41%,-45.08%,NaN%,--,,--,,-0.34,-79.54,,-24293.63,04-30-2015,-79.57,,,-24.04,,,
,,,,--,,--,,0.11,-132.76,,7959.34,03-21-2016,-132.76,,,8.47,,,
,,,,--,,--,,-1.02,-1011.53,,-72285.75,04-28-2017,-1008.19,,,-101.6,,,
undefined,undefined,undefined,undefined,--,002070,--,131.0512,-0.18,69.89,*ST众和,-11721.3,08-30-2018,69.84,-2.394,-2.288,--,sz002070,电池行业-化工行业,锂电池行业-锂矿采选及锂盐业务
73.13%,96.04%,73.74%,80.96%,--,,--,,0.02,-68.33,,1334.37,04-30-2014,-68.3,,,1.09,,,
NaN%,NaN%,NaN%,NaN%,--,,--,,-0.23,-1200.48,,-14682.11,04-26-2015,-1200.3,,,-18.95,,,
,,,,--,,--,,-0.08,-67.11,,-4829.56,04-29-2016,-67.11,,,-7.12,,,
,,,,--,,--,,-1.64,2054.21,,-104005.67,04-28-2017,2053.52,,,--,,,
-42.38%,-4.55%,-49.90%,-44.11%,--,002071,--,73.4852,0.13,2.43,长城影视,6647.38,08-30-2018,2.41,15.719,15.429,9.7,sz002071,传媒行业-未分组,广告业 影视业-实景娱乐业
73.13%,96.04%,73.74%,80.96%,--,,--,,0.43,1333.33,,20051.43,04-28-2014,3032.07,,,26.7,,,
-21.21%,-0.61%,-32.06%,-30.96%,--,,--,,0.44,2.33,,23193.37,04-26-2015,15.67,,,22.28,,,
,,,,10派0.52,,--,,0.49,11.36,,25632.85,04-28-2016,10.52,,,31.94,,,
,,,,--,,--,,0.32,-34.69,,16975.22,04-27-2017,-33.78,,,18.7,,,
-75.09%,22.66%,-76.77%,-48.53%,--,002072,--,92.5232,-0.06,-450,凯瑞德,-977.97,08-24-2018,-458.1,-36.181,-26.608,-17.51,sz002072,其他,其他
73.13%,96.04%,73.74%,80.96%,--,,--,,0.03,-107.58,,459.22,04-29-2014,-107.6,,,2.48,,,
-65.94%,27.72%,-68.50%,-36.42%,--,,--,,-0.6,-2415.38,,-10589.57,04-26-2015,-2405.99,,,-78.76,,,
,,,,--,,--,,0.08,-113.62,,1435.64,04-29-2016,-113.56,,,16.19,,,
,,,,--,,--,,-0.2,-342.68,,-3510.96,04-28-2017,-344.56,,,-44.84,,,
-36.22%,-0.54%,-41.42%,-14.66%,--,002073,--,45.2581,0.07,0,软控股份,6301.89,08-30-2018,2.19,56.085,55.355,1.37,sz002073,未分组-IT业,制造及安装业-软件业
73.13%,96.04%,73.74%,80.96%,10派0.31,,--,,0.26,52.94,,19215.14,03-20-2014,52.34,,,5.67,,,
-12.78%,3.56%,-20.56%,5.42%,10派0.281071,,--,,0.27,3.85,,20958.99,04-22-2015,9.08,,,5.47,,,
,,,,--,,--,,-0.92,-439.48,,-77139.42,04-27-2016,-468.05,,,-18.74,,,
,,,,--,,--,,0.1,-110.76,,9205.22,04-23-2017,-111.93,,,2.01,,,
-39.72%,9.55%,-52.44%,-1.31%,--,002074,--,54.6117,0.41,-19.61,国轩高科,46555.18,08-30-2018,4.57,14.611,17.229,5.58,sz002074,电池行业-未分组,动力锂电池-输配电产品 其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.3,,--,,0.15,25,,3764.13,03-12-2014,29.18,,,7.79,,,
-17.57%,14.07%,-35.51%,21.91%,10派1.5,,--,,0.8,433.33,,58461.21,03-31-2015,1453.11,,,27,,,
,,,,10派1.5,,--,,1.19,48.75,,103093.97,03-18-2016,76.35,,,29.86,,,
,,,,10派1,,--,,0.95,-20.17,,83800.71,04-26-2017,-18.71,,,18.27,,,
undefined,undefined,undefined,undefined,10派0.3,002075,--,35.7626,0.29,242.12,沙钢股份,64707.73,08-08-2018,242.33,50.439,30.537,17.49,sz002075,钢铁行业-未分组-其他,钢铁行业-其他（补充）-其他
73.13%,96.04%,73.74%,80.96%,--,,--,,0.02,24.58,,3521.64,04-22-2014,24.69,,,1.49,,,
NaN%,NaN%,NaN%,NaN%,--,,--,,-0.04,-265.92,,-8062.18,03-31-2015,-328.93,,,-3.43,,,
,,,,--,,--,,0.1,-370.27,,21999.55,03-28-2016,-372.87,,,8.72,,,
,,,,--,,--,,0.32,219,,70480.16,03-20-2017,220.37,,,23.01,,,
-39.64%,-18.02%,-53.04%,-36.64%,--,002076,--,48.3167,-0.02,-198.04,雪莱特,-1619.33,08-30-2018,-208.04,41.5,91.713,-1.48,sz002076,其他电器行业-其他,电器机械及器材制造业-其他
73.13%,96.04%,73.74%,80.96%,10派0.8送3转2,,--,,0.09,7.09,,1725.92,03-31-2014,7,,,4.19,,,
-17.46%,-14.64%,-36.32%,-21.74%,10派0.7,,--,,0.16,72.15,,5679.64,03-31-2015,229.08,,,6.23,,,
